CONTENT TYPE,PROGRAM NAME,CONTENT NAME,SEASON NUMBER,PARTNER ID,IMPRESSIONS,ESTIMATED PARTNER EARNINGS,eCPM
SERIES,The Steve Wilkos Show,S03:E83 - College Life Uncovered (Pt. 2),3,SW-1708,30281,133.61488980000001,4.412499250355008
SERIES,Karamo,S01:E36 - I'm a Virgin Looking for a Husband,1,KA-0637,30053,135.15410890000004,4.497191924267129
SERIES,The Steve Wilkos Show,S03:E140 - You Waited 17 Years for This!,3,SW-1759,29742,133.103914,4.47528458072759
SERIES,The Steve Wilkos Show,S03:E137 - My Teen Daughter Wants a Baby,3,SW-1756,29698,133.79132005000022,4.505061621994754
SERIES,Karamo,S01:E38 - DNA: Step Up for Your Son,1,KA-0640,29087,130.50133555000002,4.4865862945645825
SERIES,Maury,S12:E35 - I Cheated … Our Kids May Not Be Yours!,12,MS-1235,27903,126.42829450000005,4.5309928860696
SERIES,The Steve Wilkos Show,S04:E118 - Bullied Out of School,4,SW-04118,27892,124.03631205000012,4.4470210831062715
SERIES,Maury,S12:E37 - They're Back: Feuding Family Updates!,12,MS-1237,27320,120.12297239999987,4.396887715958999
SERIES,Karamo,"S01:E42 - We're Here to Unlock Your Phone, Not Mine!",1,KA-0643,27214,120.88594770000014,4.442049963254213
SERIES,The Steve Wilkos Show,S04:E92 - These DNA Results Will Floor You,4,SW-0492,26988,120.42095945000004,4.462018654587226
SERIES,Karamo,S01:E40 - Step Up and Take Care of Your Daughter,1,KA-0636,26133,118.55539475000006,4.536616337580839
SERIES,Karamo,"S01:E39 - Mom, Stop Blaming Us for Dad's Death",1,KA-0641,25645,116.21197789999991,4.531564745564434
SERIES,Maury,S12:E43 - Did My Fiancé Sleep With My Uncle for Money?,12,MS-1243,25634,114.46554155000005,4.465379634469847
SERIES,The Jerry Springer Show,S07:E100 - Your Man Wants Me!,7,JS-1724,25360,112.23520615000001,4.4256784759463725
SERIES,Karamo,"S01:E43 - Son, Forgive Me for My Drug Addiction",1,KA-0642,24821,111.54373370000003,4.493925857137103
SERIES,Karamo,S01:E45 - My Sister Got Me Fired & Ruined My Life,1,KA-0638,24805,111.5974418000001,4.498989792380573
SERIES,Karamo,S01:E48 - My Husband Has a Gambling Addiction,1,KA-0651,23707,106.69215979999994,4.500449647783352
SERIES,Karamo,S01:E50 - Did My Mom Trade Me for Drugs? Part 2,1,KA-0650,23342,104.71935654999996,4.486306081312653
SERIES,The Jerry Springer Show,S07:E101 - I Slept With Your Lover!,7,JS-1725,23208,103.10843570000023,4.4427971259910475
SERIES,Maury,S12:E44 - 3 Mad Moms … 4 Babies … Is Aaron the Dad?,12,MS-1244,22462,98.77202215,4.397294192413855
SERIES,The Jerry Springer Show,S07:E103 - Adult Babies,7,JS-0140,22460,100.42736315000009,4.471387495547645
SERIES,Maury,S12:E46 - After 27 Years… Are You Cheating With My Sister?,12,MS-1246,22423,100.19820654999994,4.468545981804395
SERIES,The Jerry Springer Show,S07:E102 - I'm Here to Divorce You!,7,JS-1726,21815,95.55940720000002,4.380444978225992
SERIES,Karamo,S01:E46 - Stop Spending My Money at the Strip Club,1,KA-0646,21546,96.32849484999997,4.470829613385314
SERIES,Karamo,S01:E54 - DNA Mystery: Christmas Prank Gone Wrong,1,KA-0658,21506,95.56955535000003,4.443855451966894
SERIES,Maury,S12:E41 - Where Did My Man Learn New Sex Moves?,12,MS-1241,21506,96.18443769999998,4.472446652097088
SERIES,Karamo,"S01:E44 - Karamo, Help My Mom & Sister's Toxic Relationship",1,KA-0645,21478,97.44056515000001,4.536761576962474
SERIES,Karamo,S01:E49 - Did My Mom Trade Me for Drugs? Part 1,1,KA-0649,21428,97.16587830000013,4.534528574762
SERIES,Maury,S12:E39 - 5 Babies 5 DNA Tests. Is He the Father?,12,MS-1239,21405,95.47541530000007,4.46042584910068
SERIES,Maury,S12:E40 - We'll Prove You're My Baby's Dad!,12,MS-1240,21096,94.64477320000002,4.486384774364809
SERIES,Karamo,S01:E51 - Help My Out of Control 14-Year-Old Sister!,1,KA-0654,20671,93.74442005,4.535069423346718
SERIES,Karamo,S01:E52 - DNA Mystery: 23 Years Later,1,KA-0657,20412,91.17499245000009,4.466734883891833
SERIES,Karamo,S01:E47 - Stop Gaslighting Me and Unlock Your Phone,1,KA-0655,20027,90.61475490000002,4.5246294951815065
SERIES,Maury,S12:E56 - He's My Husband Now. Not Your Baby's Dad!,12,MS-17111,19554,87.87090390000002,4.493755952746242
SERIES,Karamo,S01:E56 - Ultimatum: Invest in Our Future or No Baby,1,KA-0659,19180,86.75371149999997,4.523134071949946
SERIES,The Jerry Springer Show,S07:E104 - Attack of the Ex-Lovers,7,JS-1728,19157,84.00818939999989,4.385247658819225
SERIES,Karamo,S01:E58 - Help Us Co-Parent,1,KA-0660,18918,85.91028285000004,4.541192665715195
SERIES,Karamo,S01:E59 - Stop Disappearing in the Middle of the Night,1,KA-0661,18551,82.97654100000001,4.472887768853432
SERIES,The Jerry Springer Show,S07:E106 - I Have Another Lover,7,JS-1730,18390,81.29693675000001,4.4207143420337145
SERIES,Karamo,S01:E61 - Unlock: Our 4 Month Old Needs Us to Be Together,1,KA-0665,17979,80.13207719999998,4.4569818788586675
SERIES,Karamo,S01:E60 - DNA Mystery: Are You My Cousin or My Father,1,KA-0662,17811,79.44617140000005,4.460511560271745
SERIES,Maury,S12:E57 - I Cheated With 97 Women...Will My Fiancee Forgive Me?,12,MS-17112,17632,77.96871075,4.4220003828266785
SERIES,Maury,S12:E58 - 1 Man... 3 Women... 4 Babies... Is He the Dad?,12,MS-17113,17512,77.7304140999999,4.438694272498853
SERIES,The Jerry Springer Show,S07:E125 - I'm Hiding a Sexy Secret,7,JS-0141,17333,77.24928690000006,4.456775336064159
SERIES,The Jerry Springer Show,S07:E109 - Newlyweds Headed for Divorce,7,JS-1731,17236,75.86614310000003,4.401609601995824
SERIES,The Jerry Springer Show,S07:E111 - I Share My Lover!,7,JS-1733,16741,75.17964654999992,4.490750047786865
SERIES,Karamo,S01:E89 - Unlock the Phone: Are You Really at Your Mom's? / Betrayed by My Chosen Family,1,KA-0678,16653,75.36649014999999,4.525700483396384
SERIES,Karamo,S01:E63 - Why Won't You Commit to Me? / My Friend Ghosted Me 10 Years Ago...Why?,1,KA-0670,16645,74.63587349999996,4.483981586061878
SERIES,The Jerry Springer Show,S07:E132 - My Pimp Runs My Family,7,JS-0144,16638,74.1626555499999,4.457426105902146
SERIES,The Jerry Springer Show,S07:E110 - Dump Your Cheating Lover!,7,JS-1732,16394,71.98011650000002,4.3906378248139575
SERIES,Karamo,S01:E67 - DNA Mystery: Did I Bring the Wrong Baby Home From the Hospital?,1,KA-0647,16270,73.58095720000003,4.522492759680396
SERIES,Karamo,S01:E65 - I Maced My Dad... Can Our Relationship Be Repaired? / Update: Plus Size Model Confronts Her Online Troll,1,KA-0669,15910,71.6179026,4.5014395097422994
