CONTENT TYPE,PROGRAM NAME,CONTENT NAME,SEASON NUMBER,PARTNER ID,IMPRESSIONS,ESTIMATED PARTNER EARNINGS,eCPM
SERIES,Karamo,S01:E25 - Mom Used Me for Her Sexy Business,1,KA-0626,28175,133.3157136000001,4.731702346051468
SERIES,The Jerry Springer Show,S08:E47 - Explosive Love Affairs,8,JS-0160,27950,130.2692736500002,4.660796910554569
SERIES,The Steve Wilkos Show,S04:E01 - How Could You Cover for Him?,4,SW-0401,27795,131.37922745000006,4.726721620795109
SERIES,The Steve Wilkos Show,S06:E54 - I Left You but You Are the Father,6,SW-17111,27670,130.55984105000005,4.718461910010844
SERIES,The Steve Wilkos Show,S06:E34 - Controlling and Abusive Men,6,SW-0634,27640,129.22806785000023,4.675400428726491
SERIES,Karamo,S01:E29 - Unlock My Husband's Phone...Is He Cheating?,1,KA-0630,27570,128.26677650000002,4.65240393543707
SERIES,The Steve Wilkos Show,S03:E134 - Results Revealed: Did She Cheat?,3,SW-1752,27377,126.88868000000016,4.634864302151447
SERIES,The Steve Wilkos Show,S04:E47 - I Had Sex to Hurt You,4,SW-17103,26905,123.14699190000016,4.577104326333401
SERIES,The Jerry Springer Show,S07:E86 - I Never Let You Go,7,JS-0131,26850,125.58890675000015,4.6774266945996334
SERIES,Karamo,S01:E27 - Your Sister Says You Cheat...Unlock Your Phone,1,KA-0628,26711,125.88856660000005,4.712985908427242
SERIES,Maury,S12:E39 - 5 Babies 5 DNA Tests. Is He the Father?,12,MS-1239,26692,124.24610989999994,4.654807054548177
SERIES,Karamo,S01:E30 - Don't Leave Me...Save Our Family,1,KA-0631,25915,122.26640210000004,4.717978086050551
SERIES,Maury,S12:E43 - Did My Fiancé Sleep With My Uncle for Money?,12,MS-1243,25851,120.94605205000008,4.6785831128389646
SERIES,The Steve Wilkos Show,S06:E37 - DNA Shockers,6,SW-0637,25578,118.90020065000003,4.648533921729612
SERIES,Karamo,S01:E37 - Unlock: Prove That You're Not Cheating With My Cousin,1,KA-0639,25155,118.85908785000004,4.725068091830652
SERIES,The Steve Wilkos Show,S04:E118 - Bullied Out of School,4,SW-04118,25016,115.80456184999987,4.629219773345054
SERIES,Karamo,S01:E31 - Will a Dna Test Reveal My True Identity? Will This Friendship Survive?,1,KA-0615,24746,116.85618355000004,4.722225149519116
SERIES,The Steve Wilkos Show,S03:E83 - College Life Uncovered (Pt. 2),3,SW-1708,24659,113.02196105000021,4.583395962934435
SERIES,The Steve Wilkos Show,S03:E137 - My Teen Daughter Wants a Baby,3,SW-1756,24650,114.88364210000003,4.6605940000000015
SERIES,The Jerry Springer Show,S08:E91 - Mom Stole My Lady Love!,8,JS-0129,24367,111.87762900000008,4.591358353510899
SERIES,The Steve Wilkos Show,S06:E30 - Heart-Stopping DNA Results,6,SW-0630,24197,112.80552555000007,4.661963282638347
SERIES,The Steve Wilkos Show,S03:E140 - You Waited 17 Years for This!,3,SW-1759,23797,110.54203760000019,4.645208959112501
SERIES,Maury,S12:E40 - We'll Prove You're My Baby's Dad!,12,MS-1240,23486,109.81890435000012,4.675930526696761
SERIES,The Jerry Springer Show,S08:E50 - Hot Love Affairs,8,JS-0136,23464,108.02404945000023,4.603820723235605
SERIES,The Steve Wilkos Show,S04:E81 - Is She Lying About the Baby?,4,SW-17100,23355,107.51701255,4.603597197602227
SERIES,Maury,S12:E44 - 3 Mad Moms … 4 Babies … Is Aaron the Dad?,12,MS-1244,23249,108.29361334999982,4.657990165168386
SERIES,Karamo,S01:E41 - Three Sisters in Crisis,1,KA-0644,23190,109.61597789999982,4.726864075032334
SERIES,The Jerry Springer Show,S07:E91 - I'll Fight for My Man,7,JS-0138,23067,107.32672900000006,4.65282563835783
SERIES,The Steve Wilkos Show,S04:E92 - These DNA Results Will Floor You,4,SW-0492,22797,105.40031110000002,4.623429008202835
SERIES,The Jerry Springer Show,S07:E95 - Guess What...I'm a Man,7,JS-0139,22399,105.52386795000004,4.711097278896381
SERIES,The Jerry Springer Show,S08:E100 - Love Affairs Disasters,8,JS-0134,22110,102.59870855000005,4.640375782451382
SERIES,Maury,S12:E46 - After 27 Years… Are You Cheating With My Sister?,12,MS-1246,22091,103.84424669999994,4.700749024489609
SERIES,The Jerry Springer Show,S07:E89 - Homewreckers Confronted,7,JS-0105,21747,101.82304615000001,4.682165179105164
SERIES,Maury,S12:E41 - Where Did My Man Learn New Sex Moves?,12,MS-1241,21314,100.32353990000016,4.706931589565551
SERIES,The Jerry Springer Show,S07:E93 - My Lover Is a Cheat!,7,JS-1717,21273,99.59217355000007,4.681623351196356
SERIES,Karamo,S01:E38 - DNA: Step Up for Your Son,1,KA-0640,21010,98.89726285,4.7071519681104235
SERIES,Karamo,"S01:E42 - We're Here to Unlock Your Phone, Not Mine!",1,KA-0643,20921,97.7378704999999,4.671759022035271
SERIES,Karamo,S01:E36 - I'm a Virgin Looking for a Husband,1,KA-0637,20697,97.87824715000005,4.729103113977874
SERIES,Karamo,"S01:E39 - Mom, Stop Blaming Us for Dad's Death",1,KA-0641,20505,96.87621105000012,4.724516510607176
SERIES,The Jerry Springer Show,S08:E101 - Guess What? I'm Cheating,8,JS-0135,20485,96.59640125,4.715469917012448
SERIES,Karamo,S01:E40 - Step Up and Take Care of Your Daughter,1,KA-0636,20276,95.61493514999994,4.715670504537381
SERIES,Maury,S12:E56 - He's My Husband Now. Not Your Baby's Dad!,12,MS-17111,19385,90.67746875000003,4.677713115811196
SERIES,The Jerry Springer Show,S07:E96 - I've Had Enough…It's Over!,7,JS-1720,18949,88.79443995000003,4.685969705525359
SERIES,The Jerry Springer Show,S07:E97 - I Have a Sexy Secret!,7,JS-1721,18215,85.2417009,4.6797530002744985
SERIES,Maury,S12:E57 - I Cheated With 97 Women...Will My Fiancee Forgive Me?,12,MS-17112,18143,84.24084204999996,4.64315945819324
SERIES,Karamo,S01:E45 - My Sister Got Me Fired & Ruined My Life,1,KA-0638,17710,83.10573844999992,4.692588280632406
SERIES,Karamo,"S01:E43 - Son, Forgive Me for My Drug Addiction",1,KA-0642,17067,79.26065804999996,4.644088477764104
SERIES,The Jerry Springer Show,S07:E98 - Get Your Own Man!,7,JS-1722,16848,78.54140420000003,4.6617642568850925
SERIES,Karamo,S01:E50 - Did My Mom Trade Me for Drugs? Part 2,1,KA-0650,16709,78.08024519999994,4.672945430606256
SERIES,Karamo,"S01:E44 - Karamo, Help My Mom & Sister's Toxic Relationship",1,KA-0645,16615,78.64545354999996,4.733400755341557
SERIES,Maury,S12:E58 - 1 Man... 3 Women... 4 Babies... Is He the Dad?,12,MS-17113,16571,78.25399964999998,4.722346246454649
SERIES,Karamo,S01:E48 - My Husband Has a Gambling Addiction,1,KA-0651,16507,77.97626724999996,4.723830329557155
SERIES,Karamo,S01:E46 - Stop Spending My Money at the Strip Club,1,KA-0646,16415,77.84338079999996,4.742210222357598
SERIES,The Jerry Springer Show,S07:E100 - Your Man Wants Me!,7,JS-1724,16019,74.99186624999994,4.681432439602968
